X,Y,OBJECTID,BUSINESS_ID,NAME,ADDRESS,CITY,STATE,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE_NUMBER,SHAPE
2097364.2718944,742212.79595013,4004873,2ADB1AB6-3048-9838-FC48473CE7E555F1,"""Gumby's Pizza &amp; Wings""",2712 HILLSBOROUGH ST ,RALEIGH,NC,27607,35.78888791,-78.6717023,19198361555,
2130356.26102839,798112.28224805,4004874,2AA90F91-DCE6-4A5B-B6712F62C03FC49D,MCDONALD'S #25393,2900 Wakefield Pines DR ,RALEIGH,NC,27614,35.94210405,-78.5596234,19195568677,
2087627.76249607,766673.64040105,4004875,2AF45F6E-DF5F-A6BD-07D24BE340089314,Best Western Plus Breakfast,6209 GLENWOOD AVE ,RALEIGH,NC,27612,35.85617199,-78.70428645,19197821112,
2108819.78704107,749529.146802962,4004876,2B3A3B99-D65A-6C1A-5C95FCA165B4FD0A,THE OAKS AT WHITAKER GLEN,501 E WHITAKER MILL RD ,RALEIGH,NC,27608-2646,35.80887766,-78.63298515,19198395604,
2123289.75580448,756573.84531197,4004877,2B513A43-E231-EBD6-6BE6DBC3BB795F6B,TAQUERIA LA CABANA,3520 CAPITAL BLVD ,RALEIGH,NC,27609,35.82807441,-78.58408349,19198722252,
2102879.93573181,722487.56604372,4004878,2C5EC185-B621-0408-24D9BAE0300D27D8,DON BETO'S TACOS,421 CHAPANOKE RD ,RALEIGH,NC,27603,35.73464526,-78.65333672,19198092120,
2068862.5119689,742794.628447875,4004879,2BD9937F-B211-0153-F8245FA6850A6D85,TASTE OF JAMAICA,600 E CHATHAM ST ,CARY,NC,27511,35.79070743,-78.76780094,19194610045,
2064234.09963781,786331.778578132,4004880,2C672EEC-1422-201B-196AFB77499FF680,Carino's Italian Grill,8101 Brier Creek PKY ,RALEIGH,NC,27617,35.91034264,-78.78308676,19198065524,
2146571.60326956,799113.30255571,4004881,2C982E49-ED53-0DD6-74B60CC60602984A,IL BACIO,3622 ROGERS RD ,WAKE FOREST,NC,27587,35.94464405,-78.50482784,19195567800,
2092642.72261047,740595.856926799,4004882,2CB89E90-FEED-16D3-A5D35F8D758D4D8E,WENDY'S #1337,3715 WESTERN BLVD ,RALEIGH,NC,27606,35.78448759,-78.6876397,19198213099,
2076191.61706132,726963.433732376,4004883,2C77A528-1422-201B-19AE9EE01276EBE1,"""Ruckus Pizza"," Pasta &amp; Spirits""",8111-208 Tryon Woods  DR ,CARY,NC,27518,35.74716476,-78.74322595,19198513999,
2068781.89041097,757313.51279588,4004884,2CC7440C-F82C-2DE2-686CD1B674CC39EC,WENDY'S #1854,1809 N HARRISON AVE ,CARY,NC,27513,35.83059517,-78.76795836,19196779002,
2136758.01495714,811518.603204384,4004885,2D112D91-BB09-9B69-1764BECB5FF25589,MCDONALDS #12332,865 Durham RD ,WAKE FOREST,NC,27587-8793,35.97885255,-78.53778608,19195541095,
2111261.58629131,773230.887785211,4004886,2D13606F-A936-A5E0-BBD19B16D7C41B39,THE ORIGINAL NY PIZZA,6679-103 FALLS OF NEUSE RD ,RALEIGH,NC,27615,35.87396657,-78.62444739,19198415999,
2059926.63121864,723115.849235967,4004887,2D19C551-CAA9-0712-26BCC2C0E04E8B09,CINELLI'S OF CARY,107 EDINBURGH SOUTH STE.  DR ,CARY,NC,27511,35.73669743,-78.79806693,111111111111111,
2137932.27671623,800653.503215462,4004888,2D228D8B-5056-A20B-FABD1E5411DCE675,ARBY'S #7668,2104 S MAIN ST ,WAKE FOREST,NC,27587,35.94899005,-78.53398975,19195566724,
2095287.28096965,740601.448122963,4004889,2E7DC88C-5056-A20B-FA68CCEB95424836,1887 BISTRO,2610 CATES AVE ,RALEIGH,NC,27695,35.78447976,-78.67872314,19195136046,
2056551.78494997,740642.128159717,4004890,2EA91FCE-5056-A20B-FAABFD78AAA38986,ARGANA,1246 NW MAYNARD RD ,CARY,NC,27513,35.78486593,-78.80932559,19194683073,
2051153.1379389,742712.027891293,4004891,2ED4F14E-5056-A20B-FA698D6B1902D938,NINE'S CHINA,4224 NW CARY PKY ,CARY,NC,27513,35.79057967,-78.82751593,19193772307,
2043152.09947906,693895.068438798,4004892,2F12EE47-5056-A20B-FAEC2EE25ECBADEE,CAROLINA BREWING COMPANY TAPROOM,140 THOMAS MILL RD ,HOLLY SPRINGS,NC,27540,35.65649778,-78.85473559,19195572337,
2150909.14118239,745213.76468572,4004893,2F215717-CD30-B068-772E86D98ECD41C0,SUBWAY #33002,7106 KNIGHTDALE BLVD ,KNIGHTDALE,NC,27545,35.79651208,-78.49110777,19192610406,
2140214.99393557,801404.998103544,4004894,2F235F56-3048-9933-80560DC9EE9D3A4C,LAS PALMAS IV,1849 S MAIN ST ,WAKE FOREST,NC,27587,35.9510248,-78.52626549,111111111111111,
2046885.94601397,722512.191650629,4004895,2F23EFBE-5056-A20B-FAEEBF1A2A921259,FOOD LION #1338 DELI,620 LAURA DUNCAN RD ,APEX,NC,27502,35.73510393,-78.84201291,19193623904,
2090593.87664257,734552.264683291,4004896,2F48B3E0-A4F6-6029-F8E5BE3B0DE86830,GORMAN STREET PUB,2300 Gorman ST ,RALEIGH,NC,27606,35.7679016,-78.69461037,,
2126066.65609056,705942.93738763,4004897,2F69DADE-5056-A20B-FAD60219B3F17878,"""KRAFTY'S BURGERS &amp; BREWS""",1177 TIMBER DR E ,GARNER,NC,27529,35.68894411,-78.57544624,19193298000,
2085210.92579432,767384.81745638,4004898,2F76AAA9-5056-A20B-FA61BD28714C355A,Sean's Shack,5900 DURALEIGH ROAD,RALEIGH,NC,27612,35.85814525,-78.71243545,19198097524,
2091271.09444822,815840.3166738,4004899,2F4A2F0E-5056-A20B-FA83822F0610C4D7,PANDA GARDEN,1440-103 BROGDEN WOODS DR ,WAKE FOREST,NC,28587,35.99120972,-78.69147587,19198485883,
2103258.82867481,717699.910592794,4004900,305E6242-A533-9B34-84D5E2CBEE3570BA,Golden Dragon Asian Buffet,4205 FAYETTEVILLE RD ,RALEIGH,NC,27603,35.72148835,-78.65211655,19193290918,
2070914.16567399,672200.972391382,4004901,30B59912-3048-9933-800BB66D2318B8D9,BULLFEATHERS,1625 N MAIN ST ,FUQUAY VARINA,NC,27526,35.59674746,-78.76145495,19195770200,
2069650.07010506,743111.095662713,4004902,3087C586-CB60-71F0-95435699F654092E,Christie's,748 E CHATHAM ST,CARY,NC,27511-6928,35.79157176,-78.76514284,19193800051,
2064317.86685874,731537.098141462,4004903,2F3440D7-BB9A-07AC-79CCAC705D9C07BB,PATRICK JANES'S GOURMET PIZZA BAR,1353 KILDAIRE FARM RD ,RALEIGH,NC,27511,35.75980788,-78.78320798,19193888001,
2135090.01435615,798776.127048969,4004904,3125958C-5056-A20B-FAC6BF6FB0EF558B,TAVA BISTRO,14460 NEW FALLS OF NEUSE RD ,RALEIGH,NC,27614,35.94386897,-78.54362149,19194532355,
2107973.65782781,737578.264864877,4004905,312F284B-9434-D63D-6811F85B1013C9D8,Big Ed's City Market Restaurant,220 Wolfe ST ,RALEIGH,NC,27601,35.77605392,-78.63598665,19198369909,
2128163.48588639,745627.199226305,4004906,313A27C7-0212-F222-A47772571A24DAF6,MAR-Y-SOL II,1310 CORPORATION PKY ,RALEIGH,NC,27610-1363,35.79794409,-78.567803,19192128100,
2098243.30720982,741980.029355302,4004907,314533A6-B5A4-12E6-D30A43B2E6BEE49D,The Balcony (Located in the Bowling Alley),2512  HILLSBOROUGH ST ,RALEIGH,NC,27607,35.78824042,-78.66874097,19198323533,
2097834.33099365,742089.897901967,4004908,324CF7A6-5056-A20B-FA7A8766316CE7E6,Crepe Traditions,2604  Hillsborough  ST ,RALEIGH,NC,27607,35.788546,-78.67011872,19199770265,
2102879.93573181,722487.56604372,4004909,32D0ABA9-B28E-2393-C12A26A2C542B816,Jin Jin China,421 Chapanoke Road,RALEIGH,NC,27603,35.73464526,-78.65333672,19197728868,
2096086.46965998,738375.90336147,4004910,33527883-9431-E6F2-71239397EA0A5EF7,D.P. Dough,2109 AVENT FERRY RD ,RALEIGH,NC,27606,35.77835842,-78.67605304,19198291525,
2105303.03718482,737559.222908214,4004911,335B8E5B-EB5D-94B7-DAB3D117578102EE,SPY,330 W DAVIE ST ,RALEIGH,NC,27601,35.77602817,-78.64499031,19198032796,
2082894.55050582,740436.03375563,4004912,336355FE-0EBF-2BD9-89C16910AA2049DC,SUBWAY #881,5563 WESTERN BLVD ,RALEIGH,NC,27606-1595,35.78412834,-78.72050862,19198591957,
2064159.40982656,785060.947786465,4004913,33774D10-FF4F-13D9-F1A45B62EC48324D,DAIRY QUEEN ORANGE JULIUS,8321 BRIER CREEK PKY ,RALEIGH,NC,27617,35.9068519,-78.78334835,19194842230,
2092131.97920939,740892.427855968,4004914,340A05D6-ECBA-1CE6-0979DEA37768F20A,SUSHI NINE,3812 WESTERN BLVD ,RALEIGH,NC,27606,35.78530675,-78.68935862,19199008303,
2054970.74939814,769641.690895379,4004915,340FB9D2-1422-201B-198FB6B5B3878B95,Hyatt Place Cafe,200 Airgate DR ,MORRISVILLE,NC,27560,35.86454333,-78.81447359,19194052400,
2130367.30103256,780539.218640968,4004916,34239805-D454-ECC2-274110EA83F9892E,DUNKIN DONUTS #349131,8401 CAPITAL  BLVD ,RALEIGH,NC,27616,35.89382822,-78.55984932,19195214960,
2122207.49615797,746473.040382385,4004917,344EEEE9-1422-201B-197310CD2281CEBF,AJ's/Greenleaf's/Cinnabon,1600 Terminal BLVD ,RALEIGH,NC,27623,35.80033742,-78.58787591,19198400506,
2059294.08228689,668244.633847386,4004918,34610CE2-9C2B-4658-6E010C4BE8D71225,"""JOYCE &amp; FAMILY RESTAURANT TOO """,129 N MAIN ST ,FUQUAY VARINA,NC,27526,35.58594805,-78.80056986,19195671717,
2051313.11629348,765310.533875301,4004919,34EEE6A2-1422-201B-196347DA3958584C,Caffe Mars/Catering on Demand,1100 Perimeter Park DR ,MORRISVILLE,NC,27615,35.85266283,-78.82684358,19197497244,
2135090.01435615,798776.127048969,4004920,34EF1A97-AE41-A5E8-B3FE9BD192C60787,BABA GHANNOUJ MEDITERRANEAN BISTRO,14460 NEW FALLS OF NEUSE RD ,RALEIGH,NC,27614,35.94386897,-78.54362149,19194532355,
2102588.72240348,716358.001531214,4004921,35084DDE-1422-201B-19B9ADD9D3E00A65,THE PINEWINDS BAKERY BRUEGGERS BAGELS #522,117 SMALL PINES DR ,GARNER,NC,27529,35.71780811,-78.65438989,19196612525,
2107046.1186724,759904.383926466,4004922,353D2A79-5056-A20B-FAA3C785338DC09D,Crepe Traditions,141-111 Park at North Hills ,RALEIGH,NC,27609,35.83739883,-78.63883981,19199775374,
2105949.05754632,737840.118671879,4004923,3569,Berkeley Cafe,217 W MARTIN ST,RALEIGH,NC,27601-1323,35.77679351,-78.64280898,111111111111111,
2105591.03923348,738798.476007134,4004924,35800B1E-5056-A20B-FA314540E0E9ACB0,HADLEY'S,"""317  W MORGAN  ST "," STE 117""",RALEIGH,NC,27601,35.77942992,-78.64400439,19198035941,
2109543.72949082,728713.528985471,4004925,364274AE-E4F7-F3D2-5585BC524AA516B9,GARNER RD STOP N GO,2121 GARNER RD ,RALEIGH,NC,27610,35.75168393,-78.63080464,19194129458,
2059926.63121864,723115.849235967,4004926,395FD619-1215-43C7-8BDF303F89C4A0C3,TRIBUTE PIZZA PLACE,107 EDINBURGH SOUTH DR ,CARY,NC,27511,35.73669743,-78.79806693,19194613799,
2087966.03347306,767618.638511047,4004927,39B31FB1-0DCE-1B22-C8AD74EBF2BEF3B5,JAPAN EXPRESS,6250-100 GLENWOOD AVE ,RALEIGH,NC,27612,35.85876533,-78.70313537,19197887758,
2157818.24153739,789113.703788549,4004928,39B4E455-EE11-8AD9-155DABE1089419D8,MCDONALDS #18373,415 S MAIN ST ,ROLESVILLE,NC,27571,35.91701398,-78.46701468,19195567686,
2105591.03923348,738798.476007134,4004929,39B5D8B1-0493-0AC7-B4AA3FD049DEA6EC,FIFTEEN,317 W MORGAN ST ,RALEIGH,NC,27601,35.77942992,-78.64400439,19196152758,
2071114.84867156,736634.392408803,4004930,39DC5D6B-A359-F2DE-24FF026BABC24ACF,Little Tokyo,1105 Walnut ST ,CARY,NC,27511,35.77376876,-78.76025643,19194623900,
2090285.14792931,734128.536528125,4004931,30BA598D-3048-9933-803D3DF61BBA26E5,HIBACHI SUSHI,3217 AVENT FERRY  RD ,RALEIGH,NC,27606,35.76674009,-78.69565546,19192325066,
2129502.88609473,802833.233436048,4004932,39E77DF2-D3B9-0BAD-9EDB61D749750132,TPC HALFWAY HOUSE,2201 WAKEFIELD PLANTATION DR ,RALEIGH,NC,27614,35.95508338,-78.56243598,111111111919,
2106907.87846331,737964.855955213,4004933,39FFFC4D-0FC3-02FB-8A054728449C419A,SUBWAY #55675,234 FAYETTEVILLE  ST ,RALEIGH,NC,27601,35.77712668,-78.63957497,19196152670,
2045556.74788497,718326.82108438,4004934,3A1103B9-DBD8-36C5-8ECE97BE9CA05961,YAMATO,700 E WILLIAMS ST ,APEX,NC,27502,35.72361102,-78.84651358,19193038088,
2065062.94345257,747880.302003548,4004935,3A42EBA5-E40F-DF58-19D91C836EE058E9,ASIAN GARDEN,242 GRANDE HEIGHTS DR ,CARY,NC,27513,35.80470293,-78.78057485,19194628598,
2054333.35500364,747802.117776722,4004936,3A523480-D25E-CF91-DE7891AB2DA5F1EA,HIBACHI BLUE,1500 VILLAGE MARKET PL ,MORRISVILLE,NC,27560,35.80454792,-78.81676084,19194629899,
2106717.32536674,742144.237688303,4004937,3A653AF5-F132-069D-51CF17612670C93D,BAD DADDY'S BURGER BAR,111 SEABOARD AVE ,RALEIGH,NC,27604,35.78861051,-78.64016631,19197479163,
2145355.37604323,809862.691489965,4004938,3A5EC93E-A45C-6C77-D2662B38159F6BD4,OVER THE FALLS,419 S BROOKS ST ,WAKE FOREST,NC,27587,35.97419021,-78.50875692,19195708588,
2121741.59715539,753730.275867879,4004939,3A6F9D88-9871-081F-42CC44322E31CEBA,UNITED SKATES CAFE,2901 TRAWICK RD ,RALEIGH,NC,27604-3754,35.82028016,-78.58934581,19197903808,
2111840.36531748,771509.99293305,4004940,3A78CC64-C697-EF45-7182504A69C409B1,SALVIO'S PIZZERIA,6325 FALLS OF NEUSE RD ,RALEIGH,NC,27615,35.86923291,-78.62251588,19199815678,
2104003.84654173,727579.264193624,4004941,3A79B5FB-F0A0-929F-9B25D53F1B72C341,GOLDEN SEAFOOD AND CHICKEN,2600 S SAUNDERS ST ,RALEIGH,NC,27603,35.74862293,-78.64948905,19198330121,
2107261.49160123,759528.455544472,4004942,3A764BE4-CA94-C113-C8BF7AE564E980D6,ANOTHER BROKEN EGG,160 PARK AT NORTH HILLS ST ,RALEIGH,NC,27609,35.83636391,-78.6381178,19198812571,
2054244.17309539,749977.263688877,4004943,3A9392E9-5056-A20B-FAF83DB1EC6FD26A,MASALA WRAP,9825-F CHAPEL HILL RD ,MORRISVILLE,NC,27560,35.81052408,-78.81704809,19193771903,
2096086.46965998,738375.90336147,4004944,3ABEF9F5-99F1-C60E-7AAA63F6FB19C2E2,WAFFLE HOUSE #2051,2237 AVENT FERRY RD ,RALEIGH,NC,27607,35.77835842,-78.67605304,19198564789,
2158259.69439465,789044.032668054,4004945,3AC11536-96FD-A1B2-3C1B863B514913D3,ROLESVILLE DINER,411 S MAIN  ST ,ROLESVILLE,NC,27571,35.91681606,-78.4655251,1919554933,
2036053.02476647,699264.443198711,4004946,3AC33DB7-F1FE-354E-F307D4119371810F,12 OAKS CAFE,2008 GREEN OAKS PKY ,HOLLY SPRINGS,NC,27540,35.67127578,-78.87861132,111111111111111,
2066009.51800297,723797.440720543,4004947,3AC4D7D2-BC97-79A0-48485507E61498AC,ENRIGO ITALIAN BISTRO,575 New Waverly PL ,CARY,NC,27518,35.73853427,-78.77756452,19198547731,
2082129.42670798,682201.886772707,4004948,3AD2A58F-97B8-AC12-F96F04F971A6A6FA,BLUE PLATE RESTAURANT,3400 N Main ST ,FUQUAY VARINA,NC,27526,35.62414438,-78.72363495,19195570231,
2053244.83618331,767819.734565541,4004949,3AF26E2F-5056-A20B-FAB42C5D85B8CDEF,LOS TRES MAGUEYES,995 AIRPORT BLVD ,MORRISVILLE,NC,27560,35.85954674,-78.82030966,19194650217,
2059926.63121864,723115.849235967,4004950,3AF38F4B-C01F-BBDE-BF8E0683045F8009,CILANTRO INDIAN CAFE',107 EDINBURGH SOUTH DR ,CARY,NC,27511,35.73669743,-78.79806693,19192341264,
2069340.7255794,743310.290802374,4004951,3B299066-F2A5-52E6-147D3BD90BA480D6,SUBWAY #17385,611 E CHATHAM ST ,CARY,NC,27511,35.79212101,-78.76618435,19193800202,
2094678.23527172,759426.70345138,4004952,3B341528-5056-A20B-FA161359401B49BA,HOMEWOOD SUITES BY HILTON RALEIGH/CRABTREE FOODSERVICE,5400 HOMEWOOD BANKS DR ,RALEIGH,NC,27612-8071,35.836203,-78.68057238,19197851131,
2076810.89863114,731728.390737876,4004953,3B54D916-5056-A20B-FA26D0E547AFBDE4,CHIPOTLE 2485,204 CROSSROADS BLVD ,CARY,NC,27518,35.76025118,-78.74109703,19192338242,
2047145.14464256,715931.982370138,4004954,3B65F0E5-5056-A20B-FA440E8682F0B4AD,LOS TRES MEXICAN RESTAURANT,1301 E WILLIAMS ST ,APEX,NC,27502,35.7170247,-78.84117499,19193676797,
2209217.15908056,757819.430419222,4004955,3B69E29D-94F4-B972-396E696B95BE9A80,SAN JOSE MEXICAN RESTAURANT,877 E GANNON AVE ,ZEBULON,NC,27616,35.83016256,-78.29418632,19192693399,
2100057.44990698,776263.621221051,4004956,3B69FF9E-BC6C-822F-E9A09A4806C07E23,WHISPERING PINES DINING,7501 LEADMINE  RD ,RALEIGH,NC,27615,35.88240865,-78.66223072,19198700222,
2115525.56923315,759553.159563303,4004957,3B7059B2-9EC2-DF5B-7834A1C6E90AAA46,WING STOP # 527,1721-112 NEW HOPE CHURCH RD ,RALEIGH,NC,27609,35.83634582,-78.61023615,19198728856,
2040120.39031939,724156.83632721,4004958,3B753190-5056-A20B-FA281405488217BE,ROOKIES,800 W WILLIAMS ST ,APEX,NC,27502,35.73964977,-78.86480258,19193631899,
2089912.21494815,771025.155320048,4004959,3B8ADEB6-5056-A20B-FA158787CFAD2246,"""CAPITAL OAKS CULINARY &amp; DINING SERVICES""",6498 RAY RD ,RALEIGH,NC,27613,35.86810758,-78.69653237,19197840099,
2124012.86787531,708738.380287543,4004960,3BA4CBE6-5056-A20B-FA619BBDE53CB97E,LONGHORN 5556,300 CONSERVATION RD ,GARNER,NC,27529,35.69664811,-78.58232308,19197727707,
2074970.89771798,651390.616702467,4004961,3BB6CC45-A042-719B-DBF4066B73CEC243,FILIPINO CUISINE,9629 BITTER MELON DR ,ANGIER,NC,27501,35.53954423,-78.74798646,19196392422,
2103114.76170573,719101.523275137,4004962,3C601E09-1422-201B-199B4BBE1BF35CF8,Quiznos Sub,1440 Garner Station BLVD ,RALEIGH,NC,27603,35.72534044,-78.65258539,19197738533,
2059660.30629198,697792.874619544,4004963,3C5600AE-1422-201B-192D0A39D4380CD0,Subway #30443,9800 Holly Springs RD ,HOLLY SPRINGS,NC,27540,35.66712753,-78.79913701,19193874818,
2115539.10201448,761132.260079637,4004964,3C743624-1422-201B-192538C930AB2ACC,La Cocina De Mama Greta,1604-101 N Market DR ,RALEIGH,NC,27609,35.84068382,-78.61016957,19198725360,
2048980.93624656,711924.999570459,4004965,3C89C0D9-1422-201B-19203BCAEDDC5E7B,Bojangles #39,1581 E Williams ST ,APEX,NC,27502,35.70600786,-78.83501293,19193626796,
2115536.65615323,760214.991901055,4004966,3CB8B5D8-1422-201B-1993D4CD0D132606,Los Tres Vaqueros,1600-107 Ronald DR ,RALEIGH,NC,27609,35.83816391,-78.61018997,19197901999,
2124550.73392557,706722.97880654,4004967,3CF887BC-1422-201B-19921E821BCD6E1B,BJ's Membership Club Hot Dogs,255  Shenstone BLVD ,GARNER,NC,27529,35.69110486,-78.58054024,19196613781,
2105745.62291381,765691.743086636,4004968,3D3199C8-9F96-4008-A87A884A8C62A0B7,HONEY BAKED HAM COMPANY #103,5275 SIX FORKS RD ,RALEIGH,NC,27609,35.85331091,-78.6431573,19197870655,
2093233.31624556,747015.444153219,4004969,3D24EB1D-F2CE-866C-3AEDF3BF9BB9F450,"""RIDGEWOOD WINE &amp; BEER CO.""",1214 RIDGE RD ,RALEIGH,NC,27607,35.80211883,-78.68557988,19198325232,
2107139.74118856,737588.902310804,4004970,3D5A2637-1422-201B-19F9C367687F40B6,Sono Sushi Bar,319  Fayetteville ST ,RALEIGH,NC,27601,35.77609151,-78.63879789,19195215328,
2104481.71599281,775636.347213134,4004971,3D52A4FC-5056-A20B-FA59405E2AEABCF4,PERI BROTHERS PIZZA,7321 SIX FORKS RD ,RALEIGH,NC,27615,35.88064315,-78.64730313,19198446692,
2071114.84867156,736634.392408803,4004972,3D6CA64C-1422-201B-19E377DCFFFDA15C,Mimi's Cafe #118,1115 Walnut  ST ,CARY,NC,27511,35.77376876,-78.76025643,19194626411,
2104705.0997324,740325.340079382,4004973,3D8CDFA8-5056-A20B-FAA2D70E8AB1F850,"""INDIO RESTAURANT &amp; LOUNGE""",222 GLENWOOD AVE ,RALEIGH,NC,27603,35.78363334,-78.64697296,19193222760,
2122955.74498956,759088.437067553,4004974,3E488BE4-EA58-EBB5-0F1B2A6C024A1D18,El Pollo Rico Market,3901-173 Capital BLVD,RALEIGH,NC,27604,35.8349864,-78.58517482,19194319985,
2124550.73392557,706722.97880654,4004975,3E59CA03-B44D-3073-3A849C410182B9E9,Subway #37200,138 SHENSTONE BLVD ,GARNER,NC,27529,35.69110486,-78.58054024,19193296281,
2042054.95272323,759094.220520541,4004976,3F927F90-3048-9838-60944B519111FF91,TOSSED #13,4117 DAVIS DR ,MORRISVILLE,NC,27560,35.8356255,-78.85811524,19194604449,
2063651.95710132,785194.316942304,4004977,3FB66923-9FB3-D174-C82AF6FC2735125A,HAYASHI-YA JAPANESE CUISINE,8401 BRIER CREEK  PKY ,RALEIGH,NC,27617,35.90722132,-78.78506092,19192064333,
2091017.85479723,752341.364931792,4004978,3FC56EC7-08DF-FBEA-40DC9E1156D13961,BARKING COW,2500 WYCLIFF  RD ,RALEIGH,NC,27607,35.81676957,-78.69299571,111111111111111,
2061795.50740215,670392.449433625,4004979,3FEE2232-9833-EE28-47E822BF4250B4EE,COOLEY'S RESTAURANT,711 N MAIN ST ,FUQUAY VARINA,NC,27526,35.59183497,-78.79214145,19195520543,
2042054.95272323,759094.220520541,4004980,3E55D37D-93A8-7497-18BDD860E97D0761,Saffron,4121 Davis DR,MORRISVILLE,NC,27560,35.8356255,-78.85811524,19194695774,
2128793.14637248,793548.53514196,4004981,4024E690-9760-0D63-ECDBB82BA3C7C354,"""BEDFORD BISTRO &amp; BAR""",3607 FALLS RIVER  AVE ,RALEIGH,NC,27614,35.9295858,-78.56497149,19197204480,
2049059.6460629,744491.380959883,4004982,4036,Prestonwoods Main Clubhouse Kitchen,300 PRESTONWOOD PKY ,CARY,NC,27513-5635,35.79547785,-78.83456499,111111111111111,
2124400.70043299,771913.794618875,4004983,404C2D11-EB55-CDE2-1F18492576CE0ECD,MCDONALD'S #7811,6250 CAPITAL BLVD ,RALEIGH,NC,27616,35.87020365,-78.5801169,19198785907,
2114285.35517815,729874.725810051,4004984,405FD132-C32C-47D1-64E387A161A61EF1,PIO Chickens,1601 CROSS LINK RD ,RALEIGH,NC,27610,35.7548246,-78.6148089,19197555727,
2105181.39471157,739871.159885377,4004985,406A4230-A92F-995B-97DEE540BEACB05A,"""MANTRA INDIAN CUISINE &amp; BAR""",116 N WEST ST ,RALEIGH,NC,27603,35.78238092,-78.64537256,19198332823,
2045065.75870948,743331.308804959,4004986,408E542E-3048-98E5-1AD1D02F7188665F,GREEK FIESTA,1400 BOULDERSTONE WAY ,CARY,NC,27519,35.79230834,-78.84803883,19194677330,
2029325.64123964,753611.111408055,4004987,409DB153-3048-98E5-1A02D6B4F6C6C791,SPRING KITCHEN,10110 GREEN LEVEL CHURCH RD ,CARY,NC,27519,35.82060442,-78.90107972,19194621388,
2049643.89948757,686079.58078897,4004988,40BA89B2-DC63-D818-0106F8340E0ACB65,NARA JAPANESE STEAKHOUSE,7256 GB ALFORD HIGHWAY,HOLLY SPRINGS,NC,27540,35.63499737,-78.83292633,19195526560,
2048457.4346689,695054.038233712,4004989,419B9495-3048-98E7-04B94981720F4DCA,"""KOBE HIBACHI &amp; SUSHI""",515 N MAIN ST ,HOLLY SPRINGS,NC,27540,35.65965929,-78.83686967,19195571437,
2124513.45250407,766712.400494128,4004990,414,Penn Station,3611 Spring Forest RD ,RALEIGH,NC,27616,35.85591308,-78.57981065,111111111111111,
2054244.17309539,749977.263688877,4004991,4254F71C-5056-A20B-FAC200BDD31334F9,TAIPEI CAFE,9825-G CHAPEL HILL RD ,MORRISVILLE,NC,27560,35.81052408,-78.81704809,19193808568,
2096086.46965998,738375.90336147,4004992,4255DAA9-B1D6-1884-1771437E8C4B9A77,CHINA QUEEN,2233-103 AVENT FERRY RD ,RALEIGH,NC,27606,35.77835842,-78.67605304,19198328882,
2130058.73800139,746015.282767713,4004993,42CFBE1A-9A50-9869-CE74521773E2B2D5,RUBY TUESDAY #5122,4411 New Bern AVE,RALEIGH,NC,27610,35.79898742,-78.56140607,19192551801,
2088222.86071531,752843.909530386,4004994,4315,Korner Cafe Food Court,4420 LAKE BOONE TRL,RALEIGH,NC,27607-7505,35.81817357,-78.70241812,111111111111111,
2106647.16048081,738343.617008716,4004995,43A86631-5056-A20B-FA8730EBEFEAA18C,DEATH AND TAXES,105 W HARGETT ST ,RALEIGH,NC,27601,35.77816984,-78.64044931,19842420218,
2123611.20102774,776909.70326221,4004996,43D0D576-5056-A20B-FA617EF20828D565,COMPASS ROSE BREWERY,3201 NORTHSIDE DR ,RALEIGH,NC,27615,35.88393748,-78.58271074,19198755683,
2065130.01188798,741475.781019971,4004997,43E6ADDD-5056-A20B-FA49B9EA9AAB97D8,"""PHARMACY BOTTLE &amp; BEVERAGE""",120 E CHATHAM ST ,CARY,NC,27511,35.78710751,-78.78039644,19192341098,
2104793.59266564,741488.227517381,4004998,43F78F76-5056-A20B-FAFD155FBE73CD3D,510 Tavern,510-101 GLENWOOD AVE ,RALEIGH,NC,27603,35.78682725,-78.64666065,19193074778,
2117786.17068306,752574.371683627,4004999,440B167C-5056-A20B-FA47935BA2F450F1,BEST WESTERN FOODSERVICE,2715 CAPITAL BLVD ,RALEIGH,NC,27604,35.81714883,-78.60270357,19198725000,
2119090.77699773,785982.198896721,4005000,441DE03C-5056-A20B-FAECCBA3358D63DC,WAKE MED NORTH FALLS CAFE,10000 FALLS OF NEUSE RD ,RALEIGH,NC,27614,35.90891239,-78.59784664,19193501478,
2115232.9704089,762120.361449882,4005001,443603FD-5056-A20B-FA479B920123106F,DOMINO'S #4453,4412 FALLS OF NEUSE RD ,RALEIGH,NC,27609,35.84340166,-78.61118939,19198724000,
2169446.88691524,736108.673315883,4005002,444CAC58-5056-A20B-FA136785CF1F85EA,WENDELL FALLS GROUNDS CAFE,320 VINTAGE POINT LN ,WENDELL,NC,27591,35.77122099,-78.4287732,19193747227,
2094037.78314057,782101.484873384,4005003,446F1430-5056-A20B-FA0E8ECD67ED4A53,SARDI'S DEN,8111-137 CREEDMOOR RD ,RALEIGH,NC,27613,35.8985009,-78.68248846,19196506500,
2104407.27519681,742043.92260021,4005004,4485,Starbucks Coffee #08373,609 Peace St ,RALEIGH,NC,27605,35.78835767,-78.64795656,111111111111111,
